image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_4_MP002XM0BPSE_24792138_5_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_0_RTLADK021801_23214705_1_v1_2x.jpg,мульти,термополиуретан,"текстиль, искусственная кожа",черный,
images_shoes\image_1_RTLADK021801_23214706_2_v1_2x.jpg,мульти,термополиуретан,"текстиль, искусственная кожа",черный,
images_shoes\image_2_RTLADK021801_23214707_3_v1_2x.jpg,мульти,термополиуретан,"текстиль, искусственная кожа",черный,
images_shoes\image_3_RTLADK021801_23214708_4_v1_2x.jpg,мульти,термополиуретан,"текстиль, искусственная кожа",черный,
images_shoes\image_4_RTLADK021801_23214709_5_v1_2x.jpg,мульти,термополиуретан,"текстиль, искусственная кожа",черный,
images_shoes\image_0_RTLADR645201_24312867_1_v1.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_1_RTLADR645201_24312868_2_v1.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_2_RTLADR645201_24312869_3_v1.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_3_RTLADR645201_24312870_4_v1.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_4_RTLADR645201_24312871_5_v1.jpg,мульти,резина,натуральная кожа,белый,
images_shoes\image_0_RTLADT188901_24680629_1_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_1_RTLADT188901_24680630_2_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_2_RTLADT188901_24680631_3_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_3_RTLADT188901_24680632_4_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_4_RTLADT188901_24680633_5_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BBZJ_24318614_1_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_1_MP002XM0BBZJ_24318615_2_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_2_MP002XM0BBZJ_24318616_3_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_3_MP002XM0BBZJ_24318617_4_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_4_MP002XM0BBZJ_24318618_5_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_0_MP002XM0BHZW_24930110_1_v1.jpg,"зима, демисезон",полиуретан,натуральный спилок,коричневый,
images_shoes\image_1_MP002XM0BHZW_24930111_2_v1.jpg,"зима, демисезон",полиуретан,натуральный спилок,коричневый,
images_shoes\image_2_MP002XM0BHZW_24930112_3_v1.jpg,"зима, демисезон",полиуретан,натуральный спилок,коричневый,
images_shoes\image_3_MP002XM0BHZW_24930113_4_v1.jpg,"зима, демисезон",полиуретан,натуральный спилок,коричневый,
images_shoes\image_4_MP002XM0BHZW_24930114_5_v1.jpg,"зима, демисезон",полиуретан,натуральный спилок,коричневый,
images_shoes\image_0_MP002XM255VF_21616448_1_v1.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_1_MP002XM255VF_21616449_2_v1.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_2_MP002XM255VF_21616450_3_v1.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_3_MP002XM255VF_21616451_4_v1.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_4_MP002XM255VF_21616452_5_v1.jpg,зима,резина,натуральная кожа,черный,
images_shoes\image_0_RTLADS537501_24448112_1_v1.jpg,мульти,резина,текстиль,серый,
images_shoes\image_1_RTLADS537501_24448113_2_v1.jpg,мульти,резина,текстиль,серый,
images_shoes\image_2_RTLADS537501_24448114_3_v1.jpg,мульти,резина,текстиль,серый,
images_shoes\image_3_RTLADS537501_24448115_4_v1.jpg,мульти,резина,текстиль,серый,
images_shoes\image_4_RTLADS537501_24448116_5_v1.jpg,мульти,резина,текстиль,серый,
images_shoes\image_0_MP002XM0VCNR_21905562_1_v1.jpg,"демисезон, зима",термоэластопласт,натуральный нубук,коричневый,
images_shoes\image_1_MP002XM0VCNR_21905563_2_v1.jpg,"демисезон, зима",термоэластопласт,натуральный нубук,коричневый,
images_shoes\image_2_MP002XM0VCNR_21905564_3_v1.jpg,"демисезон, зима",термоэластопласт,натуральный нубук,коричневый,
images_shoes\image_3_MP002XM0VCNR_21905565_4_v1.jpg,"демисезон, зима",термоэластопласт,натуральный нубук,коричневый,
images_shoes\image_4_MP002XM0VCNR_21905566_5_v1.jpg,"демисезон, зима",термоэластопласт,натуральный нубук,коричневый,
images_shoes\image_0_MP002XM2578L_24003729_1_v1.jpg,демисезон,термопластичная резина,"искусственная замша, искусственная кожа",серый,
images_shoes\image_1_MP002XM2578L_24003730_2_v1.jpg,демисезон,термопластичная резина,"искусственная замша, искусственная кожа",серый,
images_shoes\image_2_MP002XM2578L_24003731_3_v1.jpg,демисезон,термопластичная резина,"искусственная замша, искусственная кожа",серый,
images_shoes\image_3_MP002XM2578L_24003732_4_v1.jpg,демисезон,термопластичная резина,"искусственная замша, искусственная кожа",серый,
images_shoes\image_4_MP002XM2578L_24003733_5_v1.jpg,демисезон,термопластичная резина,"искусственная замша, искусственная кожа",серый,
images_shoes\image_0_RTLADN248501_23469196_1_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",бежевый,
images_shoes\image_1_RTLADN248501_23469197_2_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",бежевый,
images_shoes\image_2_RTLADN248501_23469198_3_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",бежевый,
images_shoes\image_3_RTLADN248501_23469199_4_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",бежевый,
images_shoes\image_4_RTLADN248501_23469200_5_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",бежевый,
images_shoes\image_0_RTLACE787102_21619740_1_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_1_RTLACE787102_21619741_2_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_2_RTLACE787102_21619742_3_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_3_RTLACE787102_21619743_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_4_RTLACE787102_21619744_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_0_MP002XM00E85_23054315_1_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_1_MP002XM00E85_23054316_2_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_2_MP002XM00E85_23054317_3_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_3_MP002XM00E85_23054318_4_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_4_MP002XM00E85_23054319_5_v1.jpg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BS8D_24917468_1_v1.jpg,демисезон,резина,натуральный спилок,черный,
images_shoes\image_1_MP002XM0BS8D_24917469_2_v1.jpg,демисезон,резина,натуральный спилок,черный,
images_shoes\image_2_MP002XM0BS8D_24917470_3_v1.jpg,демисезон,резина,натуральный спилок,черный,
images_shoes\image_3_MP002XM0BS8D_24917471_4_v1.jpg,демисезон,резина,натуральный спилок,черный,
images_shoes\image_4_MP002XM0BS8D_24917472_5_v1.jpg,демисезон,резина,натуральный спилок,черный,
